,year,School,Course Name and Course Code,Label,AOL,Pupils,Provider,subject
397,14,Larne High School (3210038),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,8,Own School,ICT
398,14,Strabane Academy (2410311),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,8,Own School,ICT
399,14,Oakgrove Integrated College (2260276),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,18,Own School,ICT
400,14,Mercy College (1230104),OCR Level 3 Cambridge Technical Extended Certificate in IT (601/7098/0),A,ST,10,Own School,ICT
401,14,Belfast Model School for Girls (1210021),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,31,Own School,ICT
402,14,Ballycastle High School (3210124),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,17,Collaboration with other school,ICT
403,14,Cross and Passion College (3230227),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,11,Collaboration with other school,ICT
404,14,Strangford College (4260295),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,15,Own School,ICT
405,14,Fort Hill Integrated College (4250072),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,18,Own School,ICT
406,14,Magherafelt High School (3210035),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,10,Own School,ICT
407,14,Malone College (1260294),OCR Level 3 Cambridge Technical Introductory Diploma in IT (601/7099/2),A,ST,8,Own School,ICT
408,14,St Malachy's College (1420030),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,17,Own School,ICT
409,14,St Killian's College (3230310),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,13,Own School,ICT
410,14,St Paul's High (Bessbrook) (5230157),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,15,Own School,ICT
411,14,North Coast Integrated College (3260290),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,12,Own School,ICT
412,14,St Patrick's Grammar (Downpatrick) (4420088),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,41,Own School,ICT
413,14,Blessed Trinity College (1230321),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,46,Own School,ICT
414,14,St Patrick's Grammar (Armagh) (5420268),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,10,Own School,ICT
415,14,Regent House (4410063),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,18,Own School,ICT
416,14,Parkhall College (3250207),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,16,Own School,ICT
417,14,St Ronan's College (5420314),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,22,Own School,ICT
418,14,Carrickfergus Academy (3210323),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,27,Collaboration with other school,ICT
419,14,Sperrin Integrated College (3260303),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,4,Own School,ICT
420,14,St Mark's High (5230135),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,38,Own School,ICT
421,14,St Pius X College (3230168),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,25,Own School,ICT
422,14,St Columb's College (2420054),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,18,Own School,ICT
423,14,St Mary's High School (Downpatrick) (4230023),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,11,Collaboration with other school,ICT
424,14,St Mary's Limavady (2230077),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,2,Collaboration with other school,ICT
425,14,All Saints College (1230324),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,34,Own School,ICT
426,14,New-Bridge Integrated College (5260285),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,14,Own School,ICT
427,14,St Louis' Grammar School (5420045),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,18,Own School,ICT
428,14,Christian Brothers Grammar (Omagh) (2420064),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,10,Own School,ICT
429,14,St Louise's Comprehensive College (1230053),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,33,Own School,ICT
430,14,De La Salle College (1230182),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,32,Own School,ICT
431,14,Assumption Grammar School (4420086),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,7,Own School,ICT
432,14,St Mary's High (Newry) (5230108),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,13,Own School,ICT
433,14,St Dominic's Grammar School for Girls (1420029),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,7,Own School,ICT
434,14,Edmund Rice College (3230203),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,30,Own School,ICT
435,14,St Patrick's College (Dungiven) (2230144),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,13,Collaboration with other school,ICT
436,14,St Cecilia's College (2230188),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,25,Own School,ICT
437,14,Carrickfergus Grammar School (3410098),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,1,Collaboration with other school,ICT
438,14,St Colman's High School (4230161),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,8,Own School,ICT
439,14,Loreto College (3420034),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,19,Own School,ICT
440,14,St Conor's College (3230318),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,8,Own School,ICT
441,14,De La Salle High School (4230224),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,4,Collaboration with other school,ICT
442,14,Priory Integrated College (4250024),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,19,Own School,ICT
443,14,Abbey Community College (3210313),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,24,Own School,ICT
444,14,Bangor Academy & Sixth Form College (4210296),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,61,Own School,ICT
445,14,Lisneal College (2210306),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,11,Own School,ICT
446,14,Limavady High School (2210302),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,1,Collaboration with other school,ICT
447,14,Gaelcholaiste Dhoire (2240319),OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF) (600/4623/5),A,ST,1,Collaboration with other school,ICT
448,14,Royal Belfast Academical Institution (1420027),Pearson BTEC Level 3 Diploma in IT (QCF) (500/9150/5),A,ST,7,Own School,ICT
449,14,Belfast Boys' Model School (1210022),Pearson BTEC Level 3 National Diploma in Information Technology (603/0455/8),A,ST,16,Own School,ICT
450,14,Banbridge High (5210047),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,6,Own School,ICT
451,14,Down High School (4410085),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,10,FE,ICT
452,14,Castlederg High (2210065),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,3,Own School,ICT
453,14,Coleraine Grammar School (3420317),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
454,14,Cookstown High (5210230),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,8,Own School,ICT
455,14,St Ciaran's College (5230152),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,11,Own School,ICT
456,14,Dunclug College (3210208),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,19,Own School,ICT
457,14,St Louis' Grammar School (3420010),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,16,Own School,ICT
458,14,St Columbanus' College (4230107),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,12,Own School,ICT
459,14,Bangor Grammar School (4420015),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,4,FE,ICT
460,14,Glastry College (4210046),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
461,14,Antrim Grammar School (3410209),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,12,Own School,ICT
462,14,Glengormley High School (3210202),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,16,Own School,ICT
463,14,Cambridge House Grammar School (3410297),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
464,14,Christian Brothers' Abbey Grammar School (5420059),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,17,Own School,ICT
465,14,Ashfield Girls' High School (1210014),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,17,Own School,ICT
466,14,Lagan College (4260255),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,18,Own School,ICT
467,14,Newry High (5210186),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,2,Own School,ICT
468,14,St Patrick's College (Banbridge) (5230076),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,9,Own School,ICT
469,14,Victoria College (1420264),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,10,Own School,ICT
470,14,Slemish College (3260289),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,15,Own School,ICT
471,14,Foyle College (2420229),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,13,Own School,ICT
472,14,Breda Academy (4210316),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,15,Own School,ICT
473,14,Hazelwood Integrated College (1260269),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,30,Own School,ICT
474,14,St Mary's Christian Brothers' Grammar School (1420021),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,11,Own School,ICT
475,14,Belfast Boys' Model School (1210022),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,8,Own School,ICT
476,14,St Michael's Grammar (Enniskillen) (2420043),Pearson BTEC Level 3 National Extended Certificate in Information Technology (601/7575/8),A,ST,17,Own School,ICT
477,14,Wellington College (1410270),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,8,Own School,ICT
478,14,Ashfield Boys' High School (1210015),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,37,Own School,ICT
479,14,St Joseph's Boys' School (2230131),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,27,Collaboration with other school,ICT
480,14,Lisnagarvey High School (4210051),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,19,Own School,ICT
481,14,Ulidia Integrated College (3260299),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,11,Own School,ICT
482,14,St Mary's College (Derry) (2230081),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,2,Collaboration with other school,ICT
483,14,Royal Belfast Academical Institution (1420027),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,16,Own School,ICT
484,14,Devenish College (2210312),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,16,Own School,ICT
485,14,St Joseph's College (Enniskillen) (2230100),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,6,Collaboration with other school,ICT
486,14,Sacred Heart College (2230298),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,27,Own School,ICT
487,14,Erne Integrated College (2260280),Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF) (500/9147/5),A,ST,2,Collaboration with other school,ICT
488,14,St Brigid's College (Derry) (2230225),WJEC Level 3 Advanced GCE in Information and Communication Technology (603/2152/0),A,ST,11,Own School,ICT
489,14,Larne Grammar School (3420046),WJEC Level 3 Advanced GCE in Information and Communication Technology (603/2152/0),A,ST,39,Own School,ICT
